date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:54:58	31854/31854	---MC-	200	added ('OK')	text/html	etag:W/%22580aa238-7c6e%22	http://wp1.themexlab.com/html2/health-coach/blog-grid.html	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/blog-grid.html	(from )
07:54:59	38299/38299	---MC-	200	added ('OK')	text/html	etag:W/%22580aa238-959b%22	http://wp1.themexlab.com/html2/health-coach/blog-single.html	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/blog-single.html	(from )
07:54:59	48046/48046	---MC-	200	added ('OK')	text/html	etag:W/%22580aa236-bbae%22	http://wp1.themexlab.com/html2/health-coach/shop.html	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/shop.html	(from )
07:55:00	60445/60445	---MC-	200	added ('OK')	text/html	etag:W/%22580aa23a-ec1d%22	http://wp1.themexlab.com/html2/health-coach/shop-single.html	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/shop-single.html	(from )
07:55:00	32207/32207	---MC-	200	added ('OK')	text/html	etag:W/%22580aa236-7dcf%22	http://wp1.themexlab.com/html2/health-coach/shopping-cart.html	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/shopping-cart.html	(from )
07:55:01	28193/28193	---MC-	200	added ('OK')	text/html	etag:W/%22580aa238-6e21%22	http://wp1.themexlab.com/html2/health-coach/register.html	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/register.html	(from )
07:55:01	4592/4592	---M--	200	added ('OK')	image/png	etag:%2258014a0a-11f0%22	http://wp1.themexlab.com/html2/health-coach/images/logo-2.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/logo-2.png	(from )
07:55:14	57035/57035	---M--	200	added ('OK')	image/jpeg	etag:%2258029d58-decb%22	http://wp1.themexlab.com/html2/health-coach/images/resource/featured-image-1.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/resource/featured-image-1.jpg	(from )
07:55:23	51820/51820	---M--	200	added ('OK')	image/jpeg	etag:%2258029d8c-ca6c%22	http://wp1.themexlab.com/html2/health-coach/images/resource/featured-image-3.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/resource/featured-image-3.jpg	(from )
07:55:38	81181/81181	---M--	200	added ('OK')	image/jpeg	etag:%2258052fac-13d1d%22	http://wp1.themexlab.com/html2/health-coach/images/resource/featured-image-4.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/resource/featured-image-4.jpg	(from )
07:55:40	4735/4735	---M--	200	added ('OK')	image/jpeg	etag:%22580660bc-127f%22	http://wp1.themexlab.com/html2/health-coach/images/resource/author-thumb-1.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/resource/author-thumb-1.jpg	(from )
07:55:41	5300/5300	---M--	200	added ('OK')	image/jpeg	etag:%22580660d6-14b4%22	http://wp1.themexlab.com/html2/health-coach/images/resource/author-thumb-2.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/resource/author-thumb-2.jpg	(from )
07:55:42	4797/4797	---M--	200	added ('OK')	image/jpeg	etag:%22580660e8-12bd%22	http://wp1.themexlab.com/html2/health-coach/images/resource/author-thumb-3.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/resource/author-thumb-3.jpg	(from )
07:55:46	18283/18283	---M--	200	added ('OK')	image/jpeg	etag:%2258066d42-476b%22	http://wp1.themexlab.com/html2/health-coach/images/resource/featured-image-5.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/resource/featured-image-5.jpg	(from )
07:55:50	21072/21072	---M--	200	added ('OK')	image/jpeg	etag:%2258066d60-5250%22	http://wp1.themexlab.com/html2/health-coach/images/resource/featured-image-6.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/resource/featured-image-6.jpg	(from )
07:55:50	319535/319535	---M--	200	added ('OK')	image/jpeg	etag:%225801abdc-4e02f%22	http://wp1.themexlab.com/html2/health-coach/images/main-slider/image-2.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/main-slider/image-2.jpg	(from )
07:55:51	312668/312668	---M--	200	added ('OK')	image/jpeg	etag:%225801abf6-4c55c%22	http://wp1.themexlab.com/html2/health-coach/images/main-slider/image-3.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/main-slider/image-3.jpg	(from )
07:55:52	13855/13855	---M--	200	added ('OK')	image/jpeg	etag:%2258066d7c-361f%22	http://wp1.themexlab.com/html2/health-coach/images/resource/featured-image-7.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/resource/featured-image-7.jpg	(from )
07:55:53	371065/371065	---M--	200	added ('OK')	image/jpeg	etag:%225801abc4-5a979%22	http://wp1.themexlab.com/html2/health-coach/images/main-slider/image-1.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/main-slider/image-1.jpg	(from )
07:55:53	14785/14785	---M--	200	added ('OK')	image/jpeg	etag:%2258066da4-39c1%22	http://wp1.themexlab.com/html2/health-coach/images/resource/featured-image-8.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/resource/featured-image-8.jpg	(from )
07:55:56	27728/27728	---M--	200	added ('OK')	image/jpeg	etag:%2258067aee-6c50%22	http://wp1.themexlab.com/html2/health-coach/images/resource/blog-image-1.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/resource/blog-image-1.jpg	(from )
07:55:58	40259/40259	---M--	200	added ('OK')	image/jpeg	etag:%2258067b10-9d43%22	http://wp1.themexlab.com/html2/health-coach/images/resource/blog-image-2.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/resource/blog-image-2.jpg	(from )
07:55:59	18388/18388	---M--	200	added ('OK')	image/png	etag:%2258069f18-47d4%22	http://wp1.themexlab.com/html2/health-coach/images/logo-3.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/logo-3.png	(from )
07:55:59	38799/38799	---M--	200	added ('OK')	image/jpeg	etag:%2258096bea-978f%22	http://wp1.themexlab.com/html2/health-coach/images/resource/blog-image-3.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/resource/blog-image-3.jpg	(from )
07:56:00	5804/5804	---M--	200	added ('OK')	image/jpeg	etag:%225806a412-16ac%22	http://wp1.themexlab.com/html2/health-coach/images/resource/post-thumb-2.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/resource/post-thumb-2.jpg	(from )
07:56:02	37045/37045	---MC-	200	added ('OK')	application/javascript	etag:W/%2257966e3a-90b5%22	http://wp1.themexlab.com/html2/health-coach/js/bootstrap.min.js	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/js/bootstrap.min.js	(from )
07:56:03	40547/40547	---MC-	200	added ('OK')	application/javascript	etag:W/%2255a709a2-9e63%22	http://wp1.themexlab.com/html2/health-coach/js/jquery.mCustomScrollbar.concat.min.js	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/js/jquery.mCustomScrollbar.concat.min.js	(from )
07:56:04	97168/97168	---MC-	200	added ('OK')	application/javascript	etag:W/%2257f44cd0-17b90%22	http://wp1.themexlab.com/html2/health-coach/js/jquery.js	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/js/jquery.js	(from )
07:56:05	23135/23135	---MC-	200	added ('OK')	application/javascript	etag:W/%2251bab44c-5a5f%22	http://wp1.themexlab.com/html2/health-coach/js/jquery.fancybox.pack.js	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/js/jquery.fancybox.pack.js	(from )
07:56:06	5305/5305	---MC-	200	added ('OK')	application/javascript	etag:W/%2251bab44c-14b9%22	http://wp1.themexlab.com/html2/health-coach/js/jquery.fancybox-media.js	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/js/jquery.fancybox-media.js	(from )
07:56:08	6300/6300	---MC-	200	added ('OK')	application/javascript	etag:W/%225557fd2e-189c%22	http://wp1.themexlab.com/html2/health-coach/js/wow.js	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/js/wow.js	(from )
07:56:08	82221/82221	---MC-	200	added ('OK')	application/javascript	etag:W/%22576c369e-1412d%22	http://wp1.themexlab.com/html2/health-coach/js/owl.js	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/js/owl.js	(from )
07:56:09	15620/15620	---MC-	200	added ('OK')	application/javascript	etag:W/%22580ac16c-3d04%22	http://wp1.themexlab.com/html2/health-coach/js/script.js	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/js/script.js	(from )
07:56:10	214813/214813	---MC-	200	added ('OK')	application/javascript	etag:W/%22558b03f6-3471d%22	http://wp1.themexlab.com/html2/health-coach/js/revolution.min.js	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/js/revolution.min.js	(from )
07:56:10	145098/145098	---M--	200	added ('OK')	image/jpeg	etag:%2258068222-236ca%22	http://wp1.themexlab.com/html2/health-coach/images/resource/featured-image-9.jpg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/resource/featured-image-9.jpg	(from )
07:56:11	18028/18028	---M--	200	added ('OK')	text/html	etag:%22466c-5115082056200%22	http://wp1.themexlab.com/html2/health-coach/fonts/glyphicons-halflings-regular.woff2	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/fonts/glyphicons-halflings-regular.html	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:14	1175/1175	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jun%202017%2002:26:14%20GMT	http://wp1.themexlab.com/html2/health-coach/images/gradient/g30.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/gradient/g30.3f.delayed	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:16	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%221a8c2-5115082056200%22	http://wp1.themexlab.com/html2/health-coach/fonts/glyphicons-halflings-regular.svg	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/fonts/glyphicons-halflings-regular.svg	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:16	1175/1175	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jun%202017%2002:26:14%20GMT	http://wp1.themexlab.com/html2/health-coach/images/gradient/g40.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/images/gradient/g40.40.delayed	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:17	4289/4289	---M--	200	added ('OK')	image/png	etag:%22553f3692-10c1%22	http://wp1.themexlab.com/html2/health-coach/css/assets/shadow1.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/shadow1.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:18	5661/5661	---M--	200	added ('OK')	image/png	etag:%22553f3694-161d%22	http://wp1.themexlab.com/html2/health-coach/css/assets/shadow2.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/shadow2.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:18	6428/6428	---M--	200	added ('OK')	image/png	etag:%22553f3694-191c%22	http://wp1.themexlab.com/html2/health-coach/css/assets/shadow3.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/shadow3.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:19	933/933	---M--	200	added ('OK')	image/png	etag:%22553f368c-3a5%22	http://wp1.themexlab.com/html2/health-coach/css/assets/gridtile.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/gridtile.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:19	931/931	---M--	200	added ('OK')	image/png	etag:%22553f368e-3a3%22	http://wp1.themexlab.com/html2/health-coach/css/assets/gridtile_white.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/gridtile_white.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:20	938/938	---M--	200	added ('OK')	image/png	etag:%22553f368e-3aa%22	http://wp1.themexlab.com/html2/health-coach/css/assets/gridtile_3x3.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/gridtile_3x3.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:20	935/935	---M--	200	added ('OK')	image/png	etag:%22553f368e-3a7%22	http://wp1.themexlab.com/html2/health-coach/css/assets/gridtile_3x3_white.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/gridtile_3x3_white.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:21	2746/2746	---M--	200	added ('OK')	image/png	etag:%22553f3688-aba%22	http://wp1.themexlab.com/html2/health-coach/css/assets/boxed_bgtile.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/boxed_bgtile.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:21	149/149	---M--	200	added ('OK')	image/png	etag:%22553f3692-95%22	http://wp1.themexlab.com/html2/health-coach/css/assets/navigdots_bgtile.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/navigdots_bgtile.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:22	2254/2254	---M--	200	added ('OK')	image/png	etag:%22553f3688-8ce%22	http://wp1.themexlab.com/html2/health-coach/css/assets/bullet.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/bullet.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:22	1153/1153	---M--	200	added ('OK')	image/png	etag:%22553f3688-481%22	http://wp1.themexlab.com/html2/health-coach/css/assets/bullets.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/bullets.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:23	278/278	---M--	200	added ('OK')	image/png	etag:%22553f368a-116%22	http://wp1.themexlab.com/html2/health-coach/css/assets/bullets2.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/bullets2.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:23	924/924	---M--	200	added ('OK')	image/png	etag:%22553f368c-39c%22	http://wp1.themexlab.com/html2/health-coach/css/assets/bullet_boxed.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/bullet_boxed.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:23	743/743	---M--	200	added ('OK')	image/png	etag:%22553f3692-2e7%22	http://wp1.themexlab.com/html2/health-coach/css/assets/navigdots.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/navigdots.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:24	1517/1517	---M--	200	added ('OK')	image/png	etag:%22553f3690-5ed%22	http://wp1.themexlab.com/html2/health-coach/css/assets/large_left.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/large_left.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:24	1561/1561	---M--	200	added ('OK')	image/png	etag:%22553f3690-619%22	http://wp1.themexlab.com/html2/health-coach/css/assets/large_right.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/large_right.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:25	670/670	---M--	200	added ('OK')	image/png	etag:%22553f3696-29e%22	http://wp1.themexlab.com/html2/health-coach/css/assets/small_left.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/small_left.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:25	668/668	---M--	200	added ('OK')	image/png	etag:%22553f3696-29c%22	http://wp1.themexlab.com/html2/health-coach/css/assets/small_right.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/small_right.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:26	807/807	---M--	200	added ('OK')	image/png	etag:%22553f3684-327%22	http://wp1.themexlab.com/html2/health-coach/css/assets/arrow_left.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/arrow_left.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:26	820/820	---M--	200	added ('OK')	image/png	etag:%22553f3686-334%22	http://wp1.themexlab.com/html2/health-coach/css/assets/arrow_right.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/arrow_right.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:27	846/846	---M--	200	added ('OK')	image/png	etag:%22553f3696-34e%22	http://wp1.themexlab.com/html2/health-coach/css/assets/small_left_boxed.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/small_left_boxed.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:27	807/807	---M--	200	added ('OK')	image/png	etag:%22553f3698-327%22	http://wp1.themexlab.com/html2/health-coach/css/assets/small_right_boxed.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/small_right_boxed.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:29	43543/43543	---M--	200	added ('OK')	image/png	etag:%22553f3682-aa17%22	http://wp1.themexlab.com/html2/health-coach/css/assets/arrowleft.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/arrowleft.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:29	348/348	---M--	200	added ('OK')	image/png	etag:%22553f3686-15c%22	http://wp1.themexlab.com/html2/health-coach/css/assets/arrow_left2.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/arrow_left2.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:30	343/343	---M--	200	added ('OK')	image/png	etag:%22553f3686-157%22	http://wp1.themexlab.com/html2/health-coach/css/assets/arrow_right2.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/arrow_right2.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:30	43719/43719	---M--	200	added ('OK')	image/png	etag:%22553f3682-aac7%22	http://wp1.themexlab.com/html2/health-coach/css/assets/arrowright.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/arrowright.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:30	125/125	---M--	200	added ('OK')	image/png	etag:%22553f3698-7d%22	http://wp1.themexlab.com/html2/health-coach/css/assets/timer.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/timer.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:31	184/184	---M--	200	added ('OK')	image/png	etag:%22553f368c-b8%22	http://wp1.themexlab.com/html2/health-coach/css/assets/coloredbg.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/coloredbg.png	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:31	2545/2545	---M--	200	added ('OK')	image/gif	etag:%22553f3690-9f1%22	http://wp1.themexlab.com/html2/health-coach/css/assets/loader.gif	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/css/assets/loader.gif	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:32	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f68-514c3cf7ff100%22	http://wp1.themexlab.com/html2/health-coach/fonts/revicons90c6.eot?5510888	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/fonts/revicons90c690c6.eot	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:32	7536/7536	---M--	200	added ('OK')	application/x-font-woff	etag:%221d70-514c3cf9e7580%22	http://wp1.themexlab.com/html2/health-coach/fonts/revicons90c6.woff?5510888	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/fonts/revicons90c690c6.woff	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:32	11968/11968	---M--	200	added ('OK')	application/x-font-ttf	etag:%222ec0-514c3cf9e7580%22	http://wp1.themexlab.com/html2/health-coach/fonts/revicons90c6.ttf?5510888	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/fonts/revicons90c690c6.ttf	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:33	13532/13532	---M--	200	added ('OK')	image/svg+xml	etag:%2234dc-514c3cf7ff100%22	http://wp1.themexlab.com/html2/health-coach/fonts/revicons90c6.svg?5510888	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/html2/health-coach/fonts/revicons90c690c6.svg	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:33	1175/1175	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jun%202017%2002:26:33%20GMT	http://wp1.themexlab.com/revolution.themepunch.com/wp-content/uploads/2014/05/wave21.png	F:/@PROJECT/Templet/Healstic/wp1.themexlab.com/revolution.themepunch.com/wp-content/uploads/2014/05/wave21.62.delayed	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20Jun%202017%2002:26:36%20GMT	http://themepunch.com/revolution/wp-content/uploads/2014/05/wave11.png	F:/@PROJECT/Templet/Healstic/themepunch.com/revolution/wp-content/uploads/2014/05/wave11.63.delayed	(from http://wp1.themexlab.com/html2/health-coach/index.html)
07:56:37	358/358	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20Jun%202017%2002:26:37%20GMT	http://www.themepunch.com/revolution/wp-content/uploads/2014/05/wave11.png	F:/@PROJECT/Templet/Healstic/www.themepunch.com/revolution/wp-content/uploads/2014/05/wave11.64.delayed	(from http://wp1.themexlab.com/html2/health-coach/index.html)
